Age,CCAvg,CD_Account,CreditCard,Education,Experience,Family,Income,Mortgage,Mortgage > 0,Online,Personal_Loan,Securities_Account,ZIPCode (SCF)
39,2.8,0,0,1,13,2,72,0,,1,0,0,95
63,1.8,0,0,2,38,3,83,0,,1,0,0,91
37,2.8,0,0,1,12,1,93,0,,1,0,1,90
56,1.0,0,0,3,26,3,38,110,110.0,1,0,1,94
45,1.9,0,0,3,20,4,55,164,164.0,0,0,1,92
66,0.1,0,1,3,41,3,11,0,,0,0,1,92
40,0.4,0,0,1,15,2,85,0,,0,0,1,94
31,4.3,0,0,1,7,1,180,0,,0,0,0,93
40,1.4,0,0,2,14,4,74,0,,1,0,0,90
55,3.6,0,1,3,29,2,111,0,,0,1,0,90
54,0.8,0,0,1,28,3,83,0,,1,0,0,93
35,1.7,0,0,1,10,4,33,87,87.0,1,0,0,90
55,0.7,0,0,3,29,4,21,0,,0,0,0,92
36,0.3,0,0,1,10,2,35,98,98.0,1,0,0,94
66,0.8,1,1,3,41,1,105,0,,1,0,1,93
38,0.8,0,1,2,14,1,103,0,,0,0,0,94
58,2.3,0,0,3,32,2,75,0,,0,0,0,92
41,0.7,0,0,1,17,1,33,104,104.0,0,0,0,94
60,1.7,0,0,2,34,4,52,0,,1,0,1,94
47,2.6,1,1,2,23,1,89,0,,1,0,1,94
62,2.5,0,0,3,36,1,63,0,,0,0,0,93
48,3.1,1,0,2,23,4,84,0,,1,1,1,94
61,2.1,0,0,1,36,4,44,0,,0,0,0,91
29,1.0,0,1,1,3,3,29,0,,1,0,0,94
45,0.3,0,0,3,21,1,29,0,,1,0,0,90
39,0.3,0,0,2,14,2,22,0,,1,0,0,94
31,2.2,0,0,1,6,4,53,114,114.0,1,0,0,92
39,0.3,0,0,2,14,2,24,0,,1,0,0,94
28,0.3,0,0,2,2,2,31,0,,1,0,1,90
56,0.7,0,0,2,30,2,21,0,,1,0,0,94
46,0.7,0,1,2,20,3,82,0,,1,0,0,91
42,0.8,0,0,1,18,4,90,245,245.0,0,0,1,95
41,1.8,0,1,2,17,2,99,0,,1,0,0,92
61,2.6,1,1,2,36,1,153,0,,0,1,1,91
31,3.1,0,0,2,5,2,93,0,,1,1,0,95
62,0.0,0,0,2,38,1,53,0,,0,0,0,92
59,1.3,1,1,2,34,3,18,104,104.0,1,0,0,95
49,2.9,0,0,1,24,1,70,0,,0,0,0,91
65,1.7,0,1,3,39,4,100,0,,0,0,0,92
32,0.0,0,1,1,7,1,125,0,,1,0,0,95
56,0.0,0,0,3,31,2,68,0,,1,0,1,94
36,2.0,0,0,1,10,1,55,95,95.0,1,0,0,90
58,3.6,0,0,3,34,4,152,0,,0,1,0,92
27,1.5,0,1,1,3,3,84,0,,1,0,0,95
41,0.0,0,0,3,16,2,13,0,,1,0,0,91
59,0.4,0,1,1,35,4,33,131,131.0,0,0,0,91
56,1.0,0,0,2,32,4,89,90,90.0,1,0,1,92
52,2.4,0,0,1,26,1,93,0,,1,0,0,91
35,1.8,0,0,3,5,4,68,0,,0,0,0,90
47,1.7,0,1,2,21,2,85,0,,0,0,0,93
29,0.8,0,0,2,4,1,73,0,,1,0,0,95
31,2.2,0,0,2,6,4,83,106,106.0,1,0,0,92
26,0.9,0,1,3,1,2,24,123,123.0,0,0,0,96
60,2.0,0,1,1,34,2,102,0,,1,0,0,94
35,2.8,0,0,1,11,3,53,0,,0,0,0,91
40,3.3,0,0,1,15,2,175,0,,1,0,0,92
31,1.0,0,0,1,5,3,28,0,,1,0,0,94
50,0.8,0,0,1,25,4,14,0,,1,0,0,92
33,4.0,1,1,3,7,1,139,106,106.0,1,1,0,95
37,0.9,0,0,1,11,3,34,0,,1,0,0,95
38,1.5,0,1,3,14,1,64,0,,0,0,0,92
63,0.1,0,0,2,38,4,84,0,,0,0,0,94
57,0.5,0,0,2,32,3,42,0,,1,0,1,95
61,1.6,0,0,1,35,1,63,0,,1,0,0,91
44,1.0,0,0,1,20,1,22,91,91.0,0,0,0,90
63,0.8,0,1,2,37,1,20,0,,0,0,1,90
43,1.4,0,1,2,18,2,21,0,,1,0,0,95
38,0.4,0,0,2,14,4,25,101,101.0,1,0,0,95
34,1.1,0,0,3,9,4,20,0,,1,0,0,92
48,0.2,1,1,1,23,3,173,0,,1,1,0,94
29,2.5,0,1,1,5,2,81,0,,0,0,0,94
60,3.9,0,0,1,35,2,119,0,,1,0,1,90
46,2.6,0,0,3,20,4,74,104,104.0,1,0,0,92
34,1.5,0,0,2,10,1,42,131,131.0,0,0,0,92
56,1.1,0,0,1,30,2,73,0,,0,0,0,94
57,5.2,1,0,1,31,4,114,0,,1,1,1,94
62,1.0,0,0,3,36,2,44,0,,0,0,0,92
32,4.33,0,0,1,8,2,141,0,,0,0,0,90
51,0.0,0,0,1,26,2,14,103,103.0,1,0,0,92
55,0.4,0,0,3,29,2,33,0,,0,0,0,92
60,2.0,0,0,1,34,2,83,249,249.0,0,0,0,94
40,0.8,0,0,1,16,4,89,155,155.0,1,0,0,90
62,2.2,0,0,1,38,4,39,0,,1,0,1,96
63,2.0,0,1,3,39,3,83,0,,1,0,0,90
59,1.3,0,1,2,34,3,21,0,,1,0,0,92
26,1.9,0,0,1,1,1,102,0,,0,0,0,95
56,1.6,0,1,3,32,1,48,0,,0,0,0,94
58,1.4,0,0,1,32,3,32,0,,1,0,0,93
57,0.2,0,0,1,31,1,43,0,,0,0,0,95
48,0.4,0,0,2,23,4,35,118,118.0,0,0,0,94
64,0.7,0,1,2,38,3,32,0,,1,0,0,90
44,1.7,0,0,1,20,1,149,0,,1,0,0,92
51,0.6,0,1,3,25,4,15,0,,0,0,0,94
43,2.33,0,0,2,16,3,71,0,,0,0,0,90
29,1.8,0,0,2,3,4,108,0,,0,0,0,94
56,0.5,0,1,1,30,2,122,0,,0,0,0,93
65,0.1,0,0,3,41,3,40,0,,1,0,0,94
48,1.4,0,1,2,24,4,79,0,,0,0,1,90
56,0.1,0,0,3,31,1,84,0,,1,0,0,92
61,0.4,0,1,2,37,3,31,0,,0,0,0,92
46,0.6,0,1,3,20,4,12,0,,0,0,0,90
58,1.6,0,1,1,34,2,88,0,,1,0,0,93
31,0.3,0,1,2,5,2,29,131,131.0,1,0,0,95
44,1.4,0,0,3,20,1,20,0,,0,0,0,92
44,1.0,0,0,1,20,1,15,0,,1,0,0,90
51,0.4,0,1,1,27,2,155,107,107.0,0,0,0,94
39,0.2,0,0,2,13,3,25,0,,1,0,0,95
33,2.7,0,0,2,7,1,101,233,233.0,0,0,0,93
40,0.4,0,1,2,16,4,19,0,,1,0,0,92
52,0.3,0,0,1,28,1,8,0,,1,0,0,95
54,2.3,0,0,3,29,2,59,152,152.0,1,0,0,92
26,2.6,1,0,1,2,4,72,0,,1,0,1,92
39,1.5,0,0,3,15,1,55,0,,1,0,0,95
46,0.67,0,0,2,19,3,24,0,,1,0,0,90
57,1.3,0,0,1,32,1,19,0,,1,0,0,95
59,2.3,0,1,3,33,2,71,150,150.0,1,0,0,91
52,1.5,0,1,2,26,2,54,0,,0,0,0,90
52,0.3,0,0,3,26,1,28,0,,1,0,0,95
50,0.4,0,0,3,20,4,25,0,,1,0,0,91
41,0.6,0,1,3,17,2,51,0,,0,0,0,94
43,2.4,0,0,1,19,3,125,0,,1,1,0,92
40,2.2,0,0,1,16,2,125,0,,1,0,0,95
35,2.1,0,0,3,10,4,79,182,182.0,1,0,0,94
60,0.4,0,1,2,36,3,31,0,,1,0,0,95
44,0.2,0,0,2,19,1,70,230,230.0,0,0,1,92
61,0.9,0,1,3,36,3,38,82,82.0,1,0,0,91
33,2.5,1,1,1,7,1,83,0,,1,0,1,95
45,2.4,1,0,1,20,1,59,0,,1,0,1,95
45,4.7,0,0,1,21,1,121,0,,0,0,0,94
64,0.7,0,0,3,38,2,42,137,137.0,1,0,0,95
50,1.8,0,0,1,24,4,32,109,109.0,1,0,0,94
28,0.8,0,0,1,3,4,29,135,135.0,1,0,0,91
37,1.1,0,1,2,12,2,40,0,,0,0,1,90
62,0.3,0,1,3,36,3,25,0,,1,0,0,90
29,0.4,0,1,2,5,4,21,89,89.0,0,0,0,90
49,0.7,0,0,2,23,3,79,151,151.0,1,0,0,95
46,2.1,0,0,3,22,2,52,221,221.0,0,0,0,95
60,1.7,0,0,2,34,4,61,229,229.0,0,0,0,95
55,0.2,0,0,1,31,2,25,0,,0,0,0,94
53,0.4,0,0,1,29,2,25,0,,1,0,0,92
50,4.9,0,0,1,24,4,80,0,,1,0,0,95
28,1.7,0,1,2,3,4,55,0,,1,0,0,92
42,0.0,0,0,3,17,2,23,0,,0,0,0,95
33,1.2,0,1,1,9,1,60,0,,1,0,0,90
40,0.7,0,0,1,14,2,54,0,,0,0,0,96
31,0.8,0,0,1,6,4,44,0,,0,0,0,94
41,0.0,0,0,2,16,4,33,0,,1,0,0,94
52,2.0,0,1,2,27,2,45,121,121.0,0,0,0,94
65,1.67,0,1,3,35,4,55,89,89.0,1,0,0,94
48,5.0,0,1,1,24,1,134,0,,0,0,0,94
45,0.6,0,0,2,21,3,44,0,,1,0,0,94
64,0.2,0,0,3,38,2,22,0,,0,0,1,92
41,2.33,0,0,2,14,3,74,0,,1,0,0,92
60,2.2,0,0,1,36,4,62,0,,0,0,0,94
62,0.1,0,0,1,37,1,9,94,94.0,0,0,0,91
46,0.7,0,0,3,21,2,9,0,,1,0,0,95
36,0.3,0,0,2,11,2,15,119,119.0,0,0,0,94
31,0.8,0,0,1,5,4,28,0,,0,0,0,92
43,0.5,0,1,3,18,3,83,0,,0,0,0,93
46,0.8,0,0,3,22,1,73,117,117.0,0,0,0,91
50,1.1,0,0,2,26,4,42,151,151.0,1,0,0,94
52,0.7,0,1,2,27,2,34,114,114.0,1,0,0,93
27,1.0,0,0,2,3,3,32,0,,0,0,0,94
34,2.8,0,0,1,9,1,68,0,,1,0,0,94
52,0.7,0,1,2,26,2,19,0,,0,0,0,90
37,2.8,0,1,1,11,2,60,181,181.0,0,0,0,95
54,2.0,1,0,1,29,3,119,0,,0,1,1,91
35,1.5,0,0,2,11,1,34,0,,0,0,0,93
32,0.2,1,1,1,6,4,44,0,,1,0,1,94
38,0.2,0,0,3,13,4,23,0,,1,0,0,91
44,0.3,0,1,3,20,1,43,0,,0,0,1,92
48,0.0,1,1,1,22,1,139,0,,1,0,0,94
35,0.8,0,0,3,9,3,113,0,,1,1,0,94
56,3.9,0,0,3,32,3,98,0,,0,1,0,91
49,2.9,0,1,1,24,1,70,0,,0,0,0,90
57,2.1,0,0,3,32,2,42,0,,1,0,0,92
44,2.7,0,0,1,20,3,185,0,,1,1,0,94
38,0.4,0,0,2,14,4,28,100,100.0,1,0,0,95
57,1.5,1,1,1,33,3,45,181,181.0,1,0,1,94
35,2.6,0,0,2,10,1,78,0,,0,0,0,92
29,1.3,0,0,1,3,2,121,0,,0,0,0,92
58,1.6,0,0,1,32,1,59,0,,1,0,0,94
40,2.67,0,0,1,16,4,64,0,,1,0,1,92
51,0.0,0,0,1,26,2,15,114,114.0,1,0,0,92
61,0.1,0,0,1,36,1,10,0,,0,0,0,90
46,0.4,0,0,3,20,2,61,0,,0,0,0,90
55,1.5,0,0,1,31,4,50,0,,1,0,0,93
35,2.1,0,0,3,10,4,79,0,,1,0,1,95
60,0.2,0,0,1,34,1,35,0,,1,0,0,90
28,0.5,0,0,3,3,4,11,0,,0,0,0,94
43,4.7,0,0,1,19,1,128,0,,1,0,0,95
61,0.9,0,1,3,36,3,55,0,,1,0,0,90
48,0.7,0,0,2,22,3,79,0,,1,0,0,95
65,0.4,1,1,1,39,2,18,0,,1,0,1,94
45,1.7,0,0,2,19,2,91,0,,1,0,1,92
36,0.2,0,1,3,11,4,9,0,,0,0,0,94
45,2.2,0,0,3,20,2,62,0,,1,0,0,95
60,1.6,0,0,1,34,1,59,231,231.0,1,0,0,94
47,0.1,0,0,1,22,1,25,148,148.0,1,0,0,90
32,1.3,0,0,1,7,4,54,0,,1,0,1,96
48,5.1,1,0,2,23,1,112,86,86.0,1,1,1,93
33,0.0,0,1,1,8,1,125,0,,1,0,0,91
59,0.2,0,0,1,33,1,35,171,171.0,0,0,0,91
30,0.3,0,0,2,4,2,25,0,,0,0,0,92
59,2.0,0,0,3,29,3,45,0,,1,0,0,95
47,0.4,0,1,2,22,4,30,115,115.0,1,0,0,94
54,3.8,0,0,2,29,4,79,0,,1,0,1,91
34,0.8,0,0,3,9,1,178,0,,0,1,0,94
41,0.3,0,0,2,16,2,23,118,118.0,0,0,0,94
44,1.9,0,0,3,19,4,74,0,,0,0,0,90
43,1.0,0,1,1,18,3,103,180,180.0,1,0,0,90
31,4.0,0,0,1,7,1,99,0,,1,0,0,94
28,1.3,0,1,3,2,4,43,0,,1,0,0,95
55,0.4,0,0,3,25,4,23,88,88.0,0,0,0,93
42,0.1,0,1,2,17,1,91,199,199.0,1,0,0,94
65,0.1,0,1,3,40,3,21,0,,0,0,0,92
43,2.2,0,0,3,18,2,65,0,,1,0,0,93
56,0.1,0,0,2,32,1,15,0,,1,0,0,90
25,2.6,0,0,3,0,3,52,159,159.0,0,0,0,95
35,1.3,1,1,1,10,3,30,0,,1,0,1,95
50,1.6,0,0,2,26,1,42,0,,1,0,0,90
36,0.3,0,0,1,10,4,20,97,97.0,1,0,0,90
34,2.2,0,1,2,8,4,60,0,,0,0,0,94
32,1.8,0,0,3,6,4,54,167,167.0,0,0,0,94
51,2.6,0,0,1,25,4,60,97,97.0,1,0,0,90
52,1.0,0,0,2,25,3,41,0,,1,0,0,95
65,0.7,0,1,2,39,3,30,0,,1,0,0,94
51,1.0,0,0,2,24,2,21,0,,1,0,0,95
37,0.8,0,1,2,13,1,105,0,,0,0,0,94
35,2.8,0,0,1,11,3,65,240,240.0,1,0,0,90
67,0.4,0,0,1,41,2,20,80,80.0,0,0,0,91
30,4.9,0,0,1,6,3,179,142,142.0,1,1,0,91
62,2.9,1,1,1,38,1,161,0,,1,0,1,90
42,3.7,0,0,3,17,1,82,0,,1,0,0,95
48,1.2,0,0,2,22,1,43,112,112.0,1,0,0,94
61,2.8,0,0,1,36,2,61,0,,0,0,0,92
36,1.8,0,0,3,6,4,90,0,,0,0,1,91
65,0.4,0,0,1,39,2,21,0,,0,0,0,94
55,2.0,0,0,2,30,2,44,0,,1,0,0,94
63,4.1,0,0,3,37,1,110,0,,0,1,0,95
43,1.1,0,0,1,17,3,98,0,,0,0,0,94
28,0.7,0,0,2,4,3,69,80,80.0,1,0,0,94
37,0.9,0,1,2,11,3,82,218,218.0,1,0,0,95
62,2.9,0,0,1,38,1,123,0,,0,0,0,90
51,2.67,0,0,2,24,1,78,0,,1,0,0,90
56,0.8,0,0,1,30,3,59,159,159.0,1,0,1,95
56,1.7,0,0,2,30,3,78,0,,0,0,0,90
44,1.9,0,0,3,19,4,49,89,89.0,1,0,0,94
46,2.67,0,0,2,19,3,82,0,,0,0,0,91
56,2.9,0,0,1,30,1,185,0,,0,0,0,91
31,1.1,1,1,3,6,4,19,104,104.0,1,0,0,96
65,1.7,0,0,2,41,4,115,0,,0,0,0,94
31,2.0,1,1,2,7,2,81,0,,1,0,0,95
36,2.8,0,0,3,10,1,93,0,,1,0,0,94
42,2.2,0,0,2,18,4,50,0,,0,0,0,95
55,1.7,0,1,1,30,3,55,0,,0,0,0,94
49,0.4,0,0,3,24,1,13,101,101.0,0,0,1,94
51,0.1,0,1,1,25,4,29,0,,1,0,0,94
26,2.6,0,0,1,2,4,72,0,,1,0,0,95
32,2.6,0,1,2,7,1,83,0,,0,0,1,94
54,0.1,0,0,3,29,1,98,0,,0,0,0,93
50,0.1,0,0,1,24,4,43,0,,1,0,0,95
59,0.2,0,0,1,33,1,34,0,,1,0,0,94
61,0.4,0,0,2,36,4,10,0,,1,0,0,91
39,1.2,0,1,3,14,3,85,107,107.0,1,0,0,94
56,1.4,0,0,3,26,3,50,0,,0,0,0,90
38,0.0,0,0,1,14,2,91,0,,1,0,0,95
25,2.0,0,0,1,1,2,112,241,241.0,1,0,0,92
42,0.3,0,0,1,18,1,115,0,,0,0,0,93
50,0.5,0,0,2,26,4,22,112,112.0,1,0,0,92
56,1.7,0,1,2,30,3,101,0,,0,0,0,90
43,3.8,0,0,3,18,2,83,112,112.0,0,0,0,95
60,0.5,0,0,2,35,3,52,0,,0,0,0,94
57,0.9,0,0,1,33,4,134,198,198.0,1,1,0,92
48,1.6,0,0,2,24,1,54,186,186.0,1,0,0,95
37,2.1,0,0,1,11,3,69,0,,0,0,1,91
57,1.6,0,0,3,32,3,64,0,,1,0,0,95
62,1.67,0,0,3,32,4,53,142,142.0,0,0,0,96
38,1.4,0,1,2,13,2,19,120,120.0,0,0,0,92
54,0.4,0,0,3,28,2,31,0,,0,0,0,92
45,0.8,0,1,3,21,1,63,245,245.0,1,0,0,95
39,1.4,0,0,3,15,1,25,0,,0,0,0,93
45,0.2,0,0,1,19,1,22,0,,1,0,0,90
62,1.8,0,0,3,38,1,78,0,,0,0,0,92
43,0.3,0,0,1,19,1,81,218,218.0,1,0,0,90
30,2.4,0,0,2,6,1,41,0,,1,0,0,90
35,2.3,0,0,1,10,3,62,0,,0,0,0,93
58,1.2,0,0,3,34,1,35,0,,1,0,0,94
44,0.6,0,0,3,19,1,30,0,,1,0,0,94
56,1.0,0,0,2,29,3,51,0,,1,0,0,94
28,2.0,0,0,1,2,2,140,0,,1,0,0,92
64,2.4,0,0,1,39,3,73,185,185.0,0,0,0,90
63,1.2,0,0,2,39,4,40,0,,1,0,0,91
44,0.8,0,1,3,20,1,69,0,,1,0,0,95
50,3.0,0,0,2,24,3,82,0,,1,0,0,90
30,1.9,0,0,3,4,1,38,0,,1,0,0,90
55,0.2,0,0,1,31,2,23,0,,1,0,0,94
57,1.8,0,0,3,33,1,55,0,,1,0,0,92
43,3.2,0,0,1,19,2,58,0,,1,0,0,95
61,0.5,0,0,2,36,2,29,0,,1,0,0,90
49,2.6,0,0,1,23,4,39,0,,0,0,0,95
52,1.9,1,1,2,28,3,39,83,83.0,1,0,0,90
57,1.5,0,0,1,33,3,30,151,151.0,1,0,1,93
53,2.0,0,1,3,23,4,58,0,,1,0,0,94
52,1.8,0,0,3,28,1,62,231,231.0,1,0,0,94
39,2.4,0,0,1,15,4,62,86,86.0,0,0,0,93
58,1.2,0,0,3,34,1,19,0,,0,0,0,90
36,1.5,0,0,2,12,1,38,0,,0,0,0,94
45,2.0,0,1,3,21,4,84,0,,1,0,0,94
30,2.6,0,0,2,5,1,78,0,,1,0,0,92
49,0.2,0,0,1,25,4,22,83,83.0,1,0,0,90
43,0.5,0,0,2,17,3,32,0,,1,0,0,90
42,0.8,0,0,1,18,4,89,184,184.0,0,0,0,94
29,3.3,0,0,1,4,2,121,0,,1,0,0,90
28,1.5,0,1,1,2,1,42,0,,1,0,0,95
50,1.0,0,0,1,24,1,130,0,,0,0,0,95
44,0.0,0,0,2,19,4,30,0,,1,0,0,95
52,4.9,0,0,1,26,1,114,0,,0,0,0,94
62,1.1,0,1,1,38,2,50,0,,0,0,0,94
34,1.5,0,1,2,10,1,34,111,111.0,0,0,0,95
45,0.5,0,0,3,20,3,94,0,,1,0,0,90
52,2.4,0,0,2,26,2,114,0,,0,0,0,91
43,0.5,0,1,3,18,3,89,108,108.0,0,0,0,94
54,1.4,0,0,3,24,1,49,0,,1,0,0,91
64,2.0,0,1,1,38,1,115,0,,1,0,0,94
42,1.1,0,1,2,17,4,72,203,203.0,0,0,0,95
28,2.1,0,0,3,2,4,114,0,,1,0,0,94
47,0.0,0,0,1,22,2,11,78,78.0,0,0,0,92
39,0.2,0,0,3,13,4,63,242,242.0,0,0,0,90
29,0.2,0,1,1,3,2,113,0,,1,0,0,94
39,1.8,0,0,1,13,2,80,0,,1,0,0,95
41,0.5,0,1,3,15,3,54,0,,1,0,0,94
37,1.4,0,0,3,11,2,32,0,,1,0,1,94
41,1.0,0,0,1,17,1,11,0,,0,0,0,91
45,2.4,0,0,1,19,1,141,0,,1,0,0,94
52,3.0,0,0,2,26,3,84,0,,1,0,0,91
58,0.1,0,0,2,33,3,18,110,110.0,1,0,0,94
31,0.3,0,0,1,5,2,20,0,,0,0,0,94
26,1.7,0,0,2,1,4,55,175,175.0,1,0,0,92
31,0.4,0,0,2,7,4,31,79,79.0,0,0,0,94
42,0.4,0,0,1,17,2,114,0,,0,0,0,90
56,2.0,1,1,2,31,3,52,0,,1,0,1,94
52,0.3,0,0,1,28,1,18,120,120.0,1,0,0,91
59,1.8,0,0,3,35,1,55,0,,0,0,1,90
32,0.2,0,1,3,8,1,29,76,76.0,1,0,0,92
46,0.5,0,0,1,22,3,30,0,,0,0,0,90
52,0.8,0,1,1,28,2,38,0,,0,0,0,94
30,3.1,0,0,1,5,2,122,0,,0,0,0,94
35,2.4,0,0,2,11,1,41,0,,0,0,0,94
49,1.4,0,0,3,24,1,38,0,,0,0,0,94
54,1.8,0,0,3,30,1,61,0,,1,0,0,92
56,4.0,0,0,3,32,3,103,0,,0,1,0,94
48,2.4,0,0,2,22,2,80,0,,1,0,0,93
28,0.1,0,0,2,2,1,22,0,,1,0,0,95
44,3.25,0,1,2,17,2,128,0,,0,1,0,94
44,4.7,0,1,1,20,1,124,0,,1,0,0,90
30,1.9,0,0,3,4,1,44,143,143.0,0,0,0,92
64,0.1,1,1,2,39,4,75,0,,1,0,0,94
48,2.0,0,1,2,21,3,78,0,,1,0,0,94
63,1.1,0,0,3,38,1,31,125,125.0,1,0,0,92
61,1.5,0,0,1,36,2,41,0,,0,0,0,96
46,0.0,0,0,2,21,4,39,0,,1,0,0,92
57,1.4,0,1,1,31,1,51,0,,1,0,0,93
40,0.8,0,0,3,15,3,52,113,113.0,1,0,0,92
30,0.8,0,0,1,5,1,141,0,,1,0,0,95
41,0.8,0,0,1,17,4,93,218,218.0,0,0,0,92
42,1.0,0,0,2,15,3,14,0,,0,0,1,92
63,2.1,0,1,1,39,2,160,0,,1,0,0,90
43,0.2,1,0,1,17,1,44,0,,1,0,1,94
59,0.2,0,0,1,34,3,33,0,,0,0,1,94
46,4.8,0,0,3,20,4,103,0,,1,1,0,91
33,1.8,0,0,3,3,4,71,236,236.0,0,0,0,93
55,0.2,0,0,1,29,1,55,151,151.0,1,0,0,94
36,0.2,0,0,1,12,4,113,0,,0,1,0,94
47,2.0,0,0,2,20,3,79,185,185.0,0,0,1,94
59,0.7,0,0,2,33,2,80,0,,1,0,0,93
42,0.0,0,0,3,17,2,9,0,,0,0,0,91
30,2.0,0,0,2,3,4,61,0,,1,0,0,92
63,3.9,1,1,1,38,2,111,207,207.0,1,0,1,95
60,0.5,0,0,1,35,3,80,0,,1,0,0,94
62,0.2,0,1,1,37,3,32,0,,0,0,1,90
49,0.3,0,1,1,23,1,83,0,,1,0,0,92
36,1.0,0,1,1,10,4,29,0,,1,0,0,93
46,0.67,0,0,2,19,3,19,0,,1,0,0,94
35,1.0,0,1,2,8,2,52,0,,0,0,0,95
51,0.4,0,0,3,25,2,32,0,,1,0,0,91
41,0.5,0,0,3,16,3,91,0,,0,0,0,94
41,0.3,0,0,1,17,1,121,0,,1,0,0,94
57,0.2,0,1,3,32,2,25,0,,1,0,0,90
51,0.3,0,0,1,25,1,102,0,,1,0,0,92
52,0.9,0,0,2,28,4,44,107,107.0,1,0,0,95
63,4.0,0,1,2,38,3,134,0,,0,1,0,90
28,1.8,0,1,2,4,1,43,0,,1,0,0,94
43,1.1,0,0,2,18,4,94,0,,1,0,0,92
41,0.8,0,0,3,15,2,29,98,98.0,0,0,0,94
34,0.2,0,0,1,8,4,38,0,,0,0,0,90
28,0.8,0,0,1,3,1,120,170,170.0,0,0,0,94
58,2.0,1,1,1,32,2,85,161,161.0,1,0,1,92
39,1.9,0,0,1,15,2,89,0,,0,0,0,92
49,1.4,0,0,3,23,1,25,0,,1,0,0,90
33,1.3,0,1,1,8,3,20,83,83.0,0,0,0,92
37,3.9,0,1,1,12,2,125,0,,1,0,0,91
33,0.6,0,0,3,7,1,18,0,,0,0,0,92
54,0.1,0,1,3,29,4,34,0,,1,0,0,92
63,4.9,0,0,2,38,4,159,111,111.0,0,1,0,93
57,2.5,1,1,1,31,3,55,219,219.0,1,0,0,92
56,0.4,0,0,3,30,2,32,0,,1,0,0,94
54,1.8,0,1,3,29,4,65,0,,0,0,0,94
29,1.5,0,1,1,5,3,83,0,,1,0,0,92
41,1.4,0,1,2,16,2,30,0,,0,0,0,95
58,2.9,0,1,1,32,1,180,0,,0,0,0,91
61,0.3,0,0,3,37,2,13,0,,1,0,0,90
30,0.8,0,1,1,4,4,35,0,,1,0,0,90
62,0.5,0,0,1,37,3,95,0,,0,0,0,91
52,0.0,0,0,1,28,1,83,0,,1,0,0,94
29,0.2,0,1,1,3,4,39,137,137.0,1,0,0,95
46,0.7,0,1,3,20,1,54,154,154.0,1,0,0,91
40,2.0,0,0,3,16,4,53,0,,0,0,0,94
35,1.0,0,0,2,11,2,21,0,,0,0,0,95
26,1.0,0,0,3,2,1,40,0,,1,0,0,94
65,0.1,0,0,2,40,4,69,0,,1,0,0,91
52,1.3,0,0,2,27,1,45,0,,0,0,0,95
32,2.0,0,0,2,7,4,55,0,,1,0,0,91
31,0.2,0,0,3,7,1,38,0,,1,0,0,94
36,1.0,0,0,2,9,4,44,101,101.0,1,0,1,93
50,0.6,0,0,2,24,3,45,117,117.0,1,0,0,94
36,0.8,0,1,2,12,1,84,0,,1,0,0,90
39,2.0,0,0,3,9,3,29,151,151.0,0,0,1,94
53,2.7,0,0,2,29,1,95,0,,1,0,0,94
31,2.0,0,0,2,4,1,41,0,,1,0,1,91
53,0.4,0,0,3,23,4,19,84,84.0,1,0,0,92
48,3.6,0,1,3,23,4,75,0,,1,0,0,94
57,2.5,0,1,1,31,3,64,208,208.0,0,0,0,90
47,3.2,0,0,3,21,4,174,0,,0,1,0,94
55,2.3,0,0,3,29,2,54,93,93.0,0,0,0,95
37,0.1,0,0,2,11,3,14,113,113.0,1,0,0,90
53,0.4,0,0,1,29,2,10,0,,0,0,0,90
31,0.8,0,0,1,6,1,145,84,84.0,1,0,0,93
25,1.6,0,1,3,1,2,81,0,,1,0,0,92
40,0.2,0,0,3,14,4,58,0,,1,0,0,90
31,1.8,0,1,3,5,4,49,0,,1,0,0,94
62,2.9,0,0,1,38,1,132,0,,0,0,0,90
41,0.2,0,0,3,17,4,85,229,229.0,0,0,0,90
56,2.67,0,0,1,32,3,85,0,,1,0,1,94
28,2.5,0,0,1,4,3,104,0,,0,0,0,94
60,1.6,0,0,1,34,1,40,0,,1,0,0,94
27,1.9,0,0,1,2,1,103,120,120.0,1,0,0,93
57,1.0,0,0,1,33,2,25,0,,1,0,0,92
62,1.7,0,0,3,36,2,69,0,,1,0,0,95
57,1.4,0,0,1,31,3,30,0,,0,0,0,95
44,2.67,0,0,2,17,3,70,0,,0,0,0,94
31,0.9,0,0,3,7,3,15,0,,1,0,0,91
31,1.3,0,1,1,5,2,125,0,,1,0,0,91
39,0.5,0,0,3,13,3,50,0,,0,0,0,94
41,0.3,0,0,3,17,1,44,0,,1,0,0,93
41,2.2,0,1,2,17,4,38,180,180.0,0,0,0,92
55,0.8,0,1,1,29,3,64,119,119.0,0,0,0,93
28,0.1,0,0,2,2,1,9,0,,1,0,0,95
35,0.9,0,0,1,9,3,44,89,89.0,0,0,0,92
44,0.8,0,0,1,20,4,93,101,101.0,1,0,0,91
44,0.4,0,0,1,19,4,83,141,141.0,0,0,0,92
40,0.0,0,0,1,14,2,179,0,,0,0,0,94
65,1.1,0,0,3,40,1,40,0,,0,0,0,94
35,0.7,0,0,3,10,4,58,232,232.0,0,0,0,91
55,2.67,0,1,1,31,3,74,0,,0,0,0,94
55,0.2,0,0,1,31,1,15,0,,0,0,0,95
